;title;ref;location;price;type_b;etajnost;etaj;komnati;opis
47;АН Best Еstate предлагает, квартиру, ЖК Нодус, Культуры;"https://www.olx.ua/d/obyavlenie/an-best-estate-predlagaet-kvartiru-zhk-nodus-kultury-IDIjjK0.html#cce13c36ce;promoted";Киевский;405000.0;Бизнес;7;6;3;"Продам 3 комнатную квартиру в жилом комплексе премиум класса ""Nodus"" в центре города. Дом расположен в тихом месте активной городской жизни. В этом доме есть все для Вашего комфорта: просторный холл с колясочной и круглосуточной охраной, закрытый двор, большой подземный гараж.

В квартире высокие потолки и большие окна. Квартира в строительном состоянии, расположена на 5 этаже.

Код объекта 33297"
48;Продам 2 к на ул Сумская метро Исторический Музей ХАТОБ;"https://www.olx.ua/d/obyavlenie/prodam-2-k-na-ul-sumskaya-metro-istoricheskiy-muzey-hatob-IDMX11o.html#cce13c36ce;promoted";Киевский;31900.0;Бизнес;2;2;2;"Продам 2 к кв метражом 35,4 м 2 по ул Сумская.
Комнаты 10,6 + 10,1+ 11,8 кухня.
Окна МПО поменяны только в жилых комнатах, на кухне еще нет.
Все коммуникации рабочие.
Двор тихий и есть возможность припарковаться.
Не красная линия
Совершенно недалеко метро, в 5 минутах ТРЦ Никольский.
До всех модных магазинов, кинотеатра, лучшего супермаркета Сильпо и многих других развлечений пешая доступность.
Идеальное место для ведения бизнеса, если использовать как офис.
Можно, при грамотном дизайне сделать 2 изолированные гостинки со своими удобствами и сдавать в аренду.
Документы хорошие.
Ждем на просмотр.
Звоните"
49;"Продам 2-к. квартиру с ремонтом в ЖК ""Сокольники"", Центр";https://www.olx.ua/d/obyavlenie/prodam-2-k-kvartiru-s-remontom-v-zhk-sokolniki-tsentr-IDMVWsm.html#cce13c36ce;Шевченковский;85000.0;Бизнес;16;9;2;"В продаже трехкомнатная квартира с евроремонтом в новострое ЖК ""Сокольники"", Центр.
Общая площадь квартиры: 62м2.
Формат квартиры: кухня-гостиная, 2 раздельные комнаты, совмещенный санузел, застекленная лоджия.
В квартире выполнен новый ремонт.

В ЖК Сокольники благоустроенная закрытая территория, современное озеленение двора, тренажёры, детская площадка, охраняемая территория.
Рядом с ЖК парк Горького, Тетра, транспорт, 5 минут пешком, 1 минута - школа Бойко. Метро Университет, 23августа.

Просмотр в удобное для Вас время!

Выбор престижных объектов по недвижимости на сайте: lux-estate.com.ua"
50;Продам 1ком.квартиру на Салтовке кап.ремонт;https://www.olx.ua/d/obyavlenie/prodam-1kom-kvartiru-na-saltovke-kap-remont-IDMVWsh.html#cce13c36ce;Московский;43000.0;Бизнес;9;3;1;Продам 1ком.квартиру на Салтовке с капитальным ремонтом в новострое от застройщика ЖС-1. Просторная квартира 46 кв.м ,расположена на удобном 3м этаже кирпичного дома, не угловая, с хорошим видом. Полный капитальный ремонт,после которого никто не жил. Установлены счетчики абсолютно на все ,за счет этого Вы сами контролируете свои расходы ,особенно на тепло. Установлены дорогие сантехнические приборы, входные и межкомнатные двери ,плитка на полу в с/у и на кухне ,а также прихожей, на комнате паркетная доска . Балкон утеплен и обшит деревом. Очень уютная квартира,подойдет как молодой паре,так и студенту,под сдачу в аренду или для личного пользования. Прекрасная транспортная развязка. Дом утеплен ,ухоженная преддомовая территория ,подъед на домофоне. Первые собственники.
51;Продам 3-комн. квартиру на Павловской площади M;https://www.olx.ua/d/obyavlenie/prodam-3-komn-kvartiru-na-pavlovskoy-ploschadi-m-IDN4XeJ.html#cce13c36ce;Киевский;120000.0;Бизнес;8;7;3;Редкий вариант! Эту квартиру следуют купить только за один вид с балкона! Ликвидная квартира в самом центре города, Павловская площадь! В квартире сделаны все грязные работы, очищены стены, залиты полы, поменяны трубы и окна. В доме лифт, жб перекрытия, квартира двухсторонняя, с двумя балконами. Хороший подъезд и ухоженный двор. Квартира готова к быстрой продаже. Просторная и солнечная квартира ждет своего хозяина!
52;Продам 5 из кв тихий центр ул Чернышевская F S2;https://www.olx.ua/d/obyavlenie/prodam-5-iz-kv-tihiy-tsentr-ul-chernyshevskaya-f-s2-IDJdluf.html#cce13c36ce;Киевский;94500.0;Бизнес;5;4;5+;Подается 5 из кв в тихом историческом центре по ул Чернышевская, квартира в добротном кирпичном доме, двухсторонняя,два балкона, из окон открывается замечательный вид на Молодежный парк,квартира расположена на четвертом этаже,есть техэтаж ,был сделан капитальный ремонт  крыши,чистый подъезд,очень порядочные соседи, Месторасположение дома для  ценителей жизни в самом центре города, пр в квартире очень тихо даже с открытыми окнами. Рядом есть абсолютно все (супермаркеты, магазины, , школы, детские сады ,высшие учебные заведения)  Рядом два парка, две станции метро Пушкинская и Университет, Сумской рынок.
53;Предлагаем купить 1 ком. квартиру 51 кв.м. в ЖК Овис, р-н Госпром;https://www.olx.ua/d/obyavlenie/predlagaem-kupit-1-kom-kvartiru-51-kv-m-v-zhk-ovis-r-n-gosprom-IDMrfLJ.html#cce13c36ce;Шевченковский;65000.0;Бизнес;15;7;1;"ID Объекта : 1Q40957
Предлагаем купить 1 ком. квартиру в новострое ЖК Овис по ул. Клочковская, 98-А. Госпром — сердце Харькова со своей историей. Создай свою историю в новом доме. Квартира расположена на 7-ом этаже, площадью 51 кв. м. 

Планировку можно круто переделать под ваши предпочтения или оставить как есть. Мы поможем с идеями планирования пространства, для этого наши дизайнеры разработали различные варианты исходя из реальной площади квартиры.

ЖК Овис представляет собой двухсекционный 15-этажный жилой дом бизнес-класса со встроенными офисными помещениями, паркингом, благоустроенной территорией, детскими площадками и зоной отдыха.
Комплекс расположен в районе с максимально развитой инфраструктурой.

Мы приглашаем Вас на просмотр объекта в любое удобное для Вас время.
Смотрите только актуальные предложения на сайте Estate Invest."
54;5 из кв в Центре м Пушкинская 7 минут F S2;https://www.olx.ua/d/obyavlenie/5-iz-kv-v-tsentre-m-pushkinskaya-7-minut-f-s2-IDJaaUb.html#cce13c36ce;Киевский;95000.0;Бизнес;4;4;5+;Продается 5 из кв в тихом историческом центре по ул Чернышевская, квартира в добротном кирпичном доме, двухсторонняя,два балкона, из окон открывается замечательный вид на Молодежный парк,квартира расположена на четвертом этаже,есть техэтаж ,был сделан капитальный ремонт  крыши,чистый подъезд,очень порядочные соседи, Месторасположение дома для  ценителей жизни в самом центре города, пр в квартире очень тихо даже с открытыми окнами. Рядом есть абсолютно все (супермаркеты, магазины, , школы, детские сады ,высшие учебные заведения)  Рядом два парка, две станции метро Пушкинская и Университет, Сумской рынок. .
55;продам квартиру на Салтовке кирпичный дом F S2;https://www.olx.ua/d/obyavlenie/prodam-kvartiru-na-saltovke-kirpichnyy-dom-f-s2-IDMpXrf.html#cce13c36ce;Московский;49000.0;Бизнес;10;5;3;"продается квартир в кирпичном доме на Салтовке  за  супермаркетом  Класс,дому 18 лет
не угловая ,комнаты раздельные  в жилом состоянии ,квартира свободна отличная транспортная развязка"
56;Продам 3 из Сталинка м Ботанический сад F S2;https://www.olx.ua/d/obyavlenie/prodam-3-iz-stalinka-m-botanicheskiy-sad-f-s2-IDMJuMr.html#cce13c36ce;Шевченковский;71000.0;Бизнес;5;4;3;Продается квартира  в кирпичном доме Павлово Поле Сталинка  3 минуты метро , супермаркет,стоянка автомобилей, транспорт, школа садик,Все в шаговой доступности, квартира под ремонт , свободна,78/55/9 комнаты раздельные, двухсторонняя
57;Продам 1 из кв в кирпичном доме F S2;https://www.olx.ua/d/obyavlenie/prodam-1-iz-kv-v-kirpichnom-dome-f-s2-IDMJuRT.html#cce13c36ce;Слободской;30000.0;Бизнес;14;2;1;Продается квартира в кирпичном доме,  студия, санузел совмещённый, сантехника,МПО,хорошее состояние,не угловая , свободна, хорошая транспортная развязка
58;В продаже 3х ком. квартира, 4/9, пр Гагарина;https://www.olx.ua/d/obyavlenie/v-prodazhe-3h-kom-kvartira-4-9-pr-gagarina-IDN4Xdh.html#cce13c36ce;Слободской;44000.0;Бизнес;9;4;3;В продаже 3х комнатная квартира 4/9 по проспекту Гагарина, р-н Державинской с капитальным ремонтом. Хорошая входная дверь, МПО. Квартира чистая и уютная. Рядом расположен супермаркет, остановка транспорта, метро Спортивная в пешей доступности. Цена 44000 у.е.
59;Продам 3 из Сталинка у метро Павлово поле F S2;https://www.olx.ua/d/obyavlenie/prodam-3-iz-stalinka-u-metro-pavlovo-pole-f-s2-IDMJBbV.html#cce13c36ce;Шевченковский;70000.0;Бизнес;5;4;3;Продам 3 из квартиру на павловом поле у выхода в метро Ботанический сад , кирпичный дом . сталинка  ж\б перекрытия  комнаты раздельные   78\55\9  балкон один выходит во двор  квартира под ремонт свободна
60;Продам 2к квартиру Жуковского улица Проскуры;https://www.olx.ua/d/obyavlenie/prodam-2k-kvartiru-zhukovskogo-ulitsa-proskury-IDMO7Cv.html#cce13c36ce;Киевский;35000.0;Бизнес;5;3;2;"Продам 2к квартиру на посёлке Жуковского по ул. Академика Проскуры 
Рядом с бассейном ""Волна""
Обычное жилое состояние, больше под ремонт.
Комнаты смежно-паралельные
Есть квартирант, готовый бизнес 
Показы после 19.00"
61;Продам 2к квартиру Центр м. Научная Данилевского пр Науки;https://www.olx.ua/d/obyavlenie/prodam-2k-kvartiru-tsentr-m-nauchnaya-danilevskogo-pr-nauki-IDKtVED.html#cce13c36ce;Шевченковский;75000.0;Бизнес;6;5;2;"Продам 2к квартиру в центре у порога метро Научная, ул. Данилевского
Капитальный дорогой ремонт 5 лет назад.
Горячая вода есть всегда, благодаря бойлеру на 80л
Счётчик на газ, на воду, электрический счетчик день/ночь. 
Тёплый пол и окно в ванной 

Кондиционер рассчитан по мощности на 2 комнаты 

Газовая плита и электрический духовой шкаф

Ж/б перекрытия сверху и снизу

Формат квартиры кухня-гостиная и отдельная комната

Идеальное месторасположение как для жизни, так и под выгодную аренду.

Есть сигнализация 
Звоните, покажем в удобное время"
62;Продам 2-к.кв метро Героев Труда 10 минут;https://www.olx.ua/d/obyavlenie/prodam-2-k-kv-metro-geroev-truda-10-minut-IDLIl8O.html#cce13c36ce;Московский;33000.0;Бизнес;9;6;2;Продам 2-к.кв метро Героев Труда 10 минут. 6/9 чешка.45/28/7 Хороший ремонт для себя. Меняли трубы, сантехнику.Установлены счётчики на газ, водуи отопление. Везде МПО. Бронированная дверь. Современная плитка на кухне и в сан.узле. Остаются встроенная кухня, кондиционер, шкаф-купе.
63;Победы 86 новострой Жилстрой-1 Алексеевка 1-комн.кв-ра 38м лесопарк;https://www.olx.ua/d/obyavlenie/pobedy-86-novostroy-zhilstroy-1-alekseevka-1-komn-kv-ra-38m-lesopark-IDMjqtf.html#cce13c36ce;Шевченковский;32990.0;Бизнес;9;8;1;"Современный новострой, развитая инфраструктура, живописный зеленый район и свежий воздух - это все есть в ЖК Победы-2, где продаётся 1-комнатная квартира площадью 38м2.

Находится на 8 этаже 9-этажного дома, в строительном состоянии под ваш стильный и современный дизайн! Несущих стен в квартире нет, можно сделать перепланировку.

Комплекс расположен в красивом месте, в тихом районе с развитой инфраструктурой. В пешей доступности находится все, что нужно для комфортной  жизни - магазины, супермаркеты, ТРЦ, аптеки, медучреждения, отделения банков и почты, рынок, кафе и рестораны, спортивные и тренажерные залы.

До станции метро Победа 15 минут, а недалеко от комплекса есть конечная остановка трамваев, троллейбусов и автобусов, что позволит без проблем добраться в любую точку города.

У нас есть вся информация о квартирах в данном комплексе! Звоните, поможем подобрать лучший вариант для вас!

+38********70 Марина"
64;Продам 2 к ул.Танкопия, м.Армейская Комиссия АН-0%  M39;https://www.olx.ua/d/obyavlenie/prodam-2-k-ul-tankopiya-m-armeyskaya-komissiya-an-0-m39-IDMLV9H.html#cce13c36ce;Немышлянский;32000.0;Бизнес;5;5;2;"Продам 2 к ул.Танкопия, м.Армейская. Кирпичный дом.
Квартира тёплая и солнечная- восток-запад.Косметический ремонт,МПО,трубы поменяны.На полу паркет, вскрытый лаком. Бронь дверь.Балкон застеклен МПО, окна в пол. Крышу поменяли.В подъезде ремонт, МПО. Хорошие соседи. Большой двор с детской площадкой.Во дворе школа,рядом несколько детских садов.Магазин АТБ,Аптеки.До м.Армейская 10 минут.Недалеко бульвар Юрьева.
Комиссию АН оплачивает продавец! Номер объявления на сайте компании: SF-2-119-103-LX."
65;Продам 2 ком квартира, 6/12, Героев Труда;https://www.olx.ua/d/obyavlenie/prodam-2-kom-kvartira-6-12-geroev-truda-IDMVWiB.html#cce13c36ce;Московский;49000.0;Бизнес;12;6;2;Продам 2 ком квартира, 6/12, Героев Труда, чешка, 44/28/7, кап ремонт,  остаётся встроенная мебель, Техника, кондиционер, два шкафа купе, цена  49000.
66;Продаю 2к. с дорогим ремонтом возле М.Дворец Спорта! M05;https://www.olx.ua/d/obyavlenie/prodayu-2k-s-dorogim-remontom-vozle-m-dvorets-sporta-m05-IDMFxVa.html#cce13c36ce;Немышлянский;112000.0;Бизнес;15;4;2;"Аналогов нет!Двухкомнатная квартира в новом доме ЖК Виктория возле метро Дворец Спорта!Квартира делалась для себя, исключительно из качественных дорогих материалов!Окна выходят во внутренний двор!Формат квартиры кухня-студия и 2 спальни!
Квартиру нужно увидеть, чтобы оценить всю красоту и дороговизну этого ремонта! Здесь есть всё необходимое для комфортного проживания! Вся инфраструктура под боком. Номер объявления на сайте компании: SF-1-872-015-LX."
67;Продам 3-к.кв-ру, новострой с ремонтом, Центр;https://www.olx.ua/d/obyavlenie/prodam-3-k-kv-ru-novostroy-s-remontom-tsentr-IDN0XiU.html#cce13c36ce;Основянский;120000.0;Бизнес;15;8;3;"Вашему вниманию представляем 3комнатную квартиру в обжитом новострое по ул. Грековская, дом 5. Центр города в двух шагах, рядом парк ""Стрелка,,. Редко встречающаяся планировка-3 раздельные комнаты, два полноценных санузла, большая кухня, гардеробная.
Квартира с капитальным ремонтом, в прекрасном состоянии, свободна. Остаётся вся мебель и техника.
Отвечу на Ваши вопросы, звоните!"
68;Продам 1 ком изолир. кв. Холодная гора;https://www.olx.ua/d/obyavlenie/prodam-1-kom-izolir-kv-holodnaya-gora-IDM0IAx.html#cce13c36ce;Холодногорский;35000.0;Бизнес;9;5;1;Продам 1 ком изолир. кв. Холодная гора 5\9, 33\17\7, жилое состояние, документы в порядке , срочно . Цена 35000
69;Продам 1 комнатную квартиру студию HG1;https://www.olx.ua/d/obyavlenie/prodam-1-komnatnuyu-kvartiru-studiyu-hg1-IDMcp5i.html#cce13c36ce;Холодногорский;22000.0;Бизнес;6;2;1;ЖК Панасовская слобода, 2/6  плошадь 24м.кв, укомплектована встроенной мебелью, дом, сдан, ОСМД, закрытый  двор с детской площадкой.  Просто продажа.
70;Продам 2 комнатную квартиру м.Холодная Гора HG1;https://www.olx.ua/d/obyavlenie/prodam-2-komnatnuyu-kvartiru-m-holodnaya-gora-hg1-IDLqSrf.html#cce13c36ce;Холодногорский;38500.0;Бизнес;12;4;2;В продаже 2-комнатная квартира на Холодной горе. Жилое состояние, МПО. ОБщая площадь 43кв м. Кухня 6кв м. Комнаты раздельные. Балкон застеклен. Близость метро 5мин.
71;Продам 1 комнатную  квартиоу ЖК Гидропарк HG1;https://www.olx.ua/d/obyavlenie/prodam-1-komnatnuyu-kvartiou-zhk-gidropark-hg1-IDLq2QP.html#cce13c36ce;Холодногорский;35900.0;Бизнес;9;6;1;Продам 1 комнатную квартиру студию ЖК Гидропарк с ремонтом. Все новое никто не проживает. Показываю в любое время. Ключи на руках.
72;3-х квартира завод Шевченко, Академика Богомольца, Кривомазова, Центр;"https://www.olx.ua/d/obyavlenie/3-h-kvartira-zavod-shevchenko-akademika-bogomoltsa-krivomazova-tsentr-IDMpwd4.html#cce13c36ce;promoted";Новобаварский;45500.0;Бизнес;10;5;3;"Продам 3 комнатную квартиру 67,4кв.м. на 5 этаже 10 этажного кирпичного дома.

Квартира с ремонтом, все работы сделаны качественно, ""для себя"".

Большая кухня 9 кв. м. с встроенной кухонной мебелью, мечта любой хозяйки.

Комнаты раздельные, санузел раздельный, просторный коридор, два застекленных балкона. Заменены метало пластиковые окна, произведена замена электропроводки и водопроводных труб, заменено отопление. Имеется бойлер для подогрева воды, два кондиционера для комфорта в летние жаркие дни.

Ухоженная придомовая территория. Новый лифт.

Рядом с домом находятся детский сад и общеобразовательная школа, магазины, супермаркет ""АТБ"", рынок, остановки общественного транспорта.

В 10 минутах ходьбы находится замечательный парк Квитки - Основяненко.

Транспортная развязка в любую часть города. 15 минут на маршрутке до ст. метро Майдан Конституции, 40 минут пешей прогулки к парку Стрелка."
73;1к квартира с ремонтом ЖК Сказка LS-10;https://www.olx.ua/d/obyavlenie/1k-kvartira-s-remontom-zhk-skazka-ls-10-IDMKaBV.html#cce13c36ce;Холодногорский;54000.0;Бизнес;9;4;1;Продам однокомнатную квартиру с евроремонтом в ЖК Сказка. Евроремонт, мебель, техника, никто не жил после ремонта.. До метро Холодная гора 7 минут пешим шагом. Показы по договоренности.
74;"Продам 2-х комнатную квартиру в кирпичном доме на ""Армейской"" ND";https://www.olx.ua/d/obyavlenie/prodam-2-h-komnatnuyu-kvartiru-v-kirpichnom-dome-na-armeyskoy-nd-IDMVWc9.html#cce13c36ce;Немышлянский;31000.0;Бизнес;5;4;2;Продам 2к.квартиру,в пяти минутах от  м. Армейская. Кирпичный дом, не угловая, поменяны окна, стояки. Рядом школы, садики, супермаркеты.
75;"Продам квартиру  ЖК""Мира"".";https://www.olx.ua/d/obyavlenie/prodam-kvartiru-zhk-mira-IDMypLW.html#cce13c36ce;Индустриальный;32500.0;Бизнес;9;9;1;"Продам квартиру ЖК""Мира 3"". 9\9. 40\17\9.
На данном этапе ведутся  строительные работы. Продаваться будет под отделку. Возможность выкупления техэтажа. Станция метро ""Индустриальная"".
Стоимость ЭКВ 32500$."
76;Продам --- Впервые ! 2 квартира кап.ремонт;https://www.olx.ua/d/obyavlenie/prodam-vpervye-2-kvartira-kap-remont-IDLkQcc.html#cce13c36ce;Московский;47000.0;Бизнес;5;2;2;Впервые! Продам 2 квартиру 2/5 ,кирпичный дом, от метро Защитников Украины 7 минут ! Капитальный ремонт,все делали для себя,поменяна проводка , трубы , сантехника , перепланировка кухня-студия , сигнализация , остается вся мебель ! Свободна,ключи на сделке , возможна быстрая продажа. Звоните. Торг
77;34990$ Дом сдан. ЖК Сказка Продам 1 комнатную квартиру 40.11 м2. SA;https://www.olx.ua/d/obyavlenie/34990-dom-sdan-zhk-skazka-prodam-1-komnatnuyu-kvartiru-40-11-m2-sa-IDMVWb7.html#cce13c36ce;Холодногорский;34990.0;Бизнес;9;5;1;"Продам 1 комнатную квартиру в сданном доме ЖК Сказка. Комплекс расположен в 15 минутах ходьбы от метро Холодная гора. 5/9. Площадь 40,11 м2.  Дому присвоен адрес, можно сразу начинать ремонт. Состояние строительное. МП окна, металлическая дверь, батареи, ввод электричества и воды, возможность установки счётчика на отопление.

Перспективный район- рядом метро, школы, д. садики, супермаркеты РОСТ, Класс, рынок, парк, автостанция, выезд из города. 
Основные документы- на сделке.

Цена 34990 дол. США.

Александр С."
78;409170 57м2 возле ст.м.Спортивная 1 этаж;https://www.olx.ua/d/obyavlenie/409170-57m2-vozle-st-m-sportivnaya-1-etazh-IDN8X5q.html#cce13c36ce;Слободской;55000.0;Бизнес;9;1;1;Продам 57м2 возле ст.м. Спортивная (ул.Плехановская, 49), 1/9, строительное состояние, 26м2 подвальное помещение под квартирой. Отличный вариант под магазин и т.п.
79;Продам 1-к квартиру на Шишковке в районе ХАИ;https://www.olx.ua/d/obyavlenie/prodam-1-k-kvartiru-na-shishkovke-v-rayone-hai-IDN8X4X.html#cce13c36ce;Киевский;26500.0;Бизнес;9;8;1;"В продаже просторная 1-к квартира. Квартира в хорошем состоянии. Застекленный балкон, металлопластиковые окна.. Санузел совмещенный. Квартира светлая и уютная. Высокоскоростной интернет. На дом был установлен счетчик тепла. Во дворе современная детская площадка. Рядом находится отделение почты, школа, детская поликлиника, различные магазины в пешей доступности, ТРЦ ""Караван"". Отличная транспортная развязка, развитая инфраструктура. Ближайшая станции метро Героев Труда."
80;Продажа 2-к квартиры на Салтовке у м. Студенческая;"https://www.olx.ua/d/obyavlenie/prodazha-2-k-kvartiry-na-saltovke-u-m-studencheskaya-IDN8X4F.html#cce13c36ce;promoted";Московский;51000.0;Бизнес;9;1;2;"Выбрать отличную квартиру для жизни на рынке достаточно сложно!
Предлагаем уютную, в состоянии ""зайти и жить"" двухкомнатную квартиру. Классный вариант для жизни, дом в обустроенном дворике в шаговой доступности от метро.
В квартире выполнен ремонт, установлена входная дверь, проведена замена окон, сантехники, установлена встроенная кухня и система шкафов.
Звоните, классные варианты долго не продаются."
81;1к. 51м2. Французский бульвар, салтовка, новострой, 107917;https://www.olx.ua/d/obyavlenie/1k-51m2-frantsuzskiy-bulvar-saltovka-novostroy-107917-IDMqJwI.html#cce13c36ce;Московский;44000.0;Бизнес;6;2;1;"В продаже 1-комнатная квартира, салтовка, в ЖК «Французский квартал».
В квартире кухня-студия и отдельная уютная спальня. Сделан капитальный ремонт, пол комбинированная плитка и ламинат, в спальне панорамное окно. По всей квартире сделала шумоизоляция.
Квартира продаётся с мебелью и техникой: остаётся кондиционер, встроенная кухня, водонагреватель, двуспальная кровать, мебель в прихожей.
В доме автономное отопление, котлы установлены на каждом этаже, дом тёплый. За счёт этого оплата даже в самый холодный зимний месяц за 50 кв.м составляет 1000 гривен.
Есть лифты, в комплексе закрытая территория, каждому собственнику выдаётся пульт для дистанционного управления воротами на въезде, сможете принимать гостей, не выходя из квартиры. Сделана обширная парковка, достаточное количество парковочных мест.  kn.ua/r/107917 ; ID объекта - RE-107917."
82;2к. р-н Салтовка, м. Барабашова, 656мрн,Широнинцев, 107945;https://www.olx.ua/d/obyavlenie/2k-r-n-saltovka-m-barabashova-656mrn-shironintsev-107945-IDMrh4n.html#cce13c36ce;Московский;31000.0;Бизнес;5;1;2;"Продам 2 комнатную квартиру на Салтовке, 656 микрорайон, улица Широнинцев. 1 этаж 5 этажного дома. Площадь 44/28/6, 
без балкона с косметическим ремонтом. Разделённый трамвайчик, этаж высокий, на окнах решетки. Рядом есть все необходимое для жизни: школа, детсад, сеть магазинов, рынок, парк Победы, ТРК Украина.  kn.ua/r/107945 ; ID объекта - RE-107945."
83;2к. р-н Салтовка, м. Барабашова, 656мрн, Юбилейный, 107946;https://www.olx.ua/d/obyavlenie/2k-r-n-saltovka-m-barabashova-656mrn-yubileynyy-107946-IDMrhae.html#cce13c36ce;Московский;38000.0;Бизнес;9;1;2;"Продам 2-х комнатную квартиру в 10 минутах ходьбы от метро Барабашово, салтовка, 656микрорайон, пр. Юбилейный.  Хорошее жилое состояние, МПО, на кухне и с/у плитка. Комнаты раздельные, с/у раздельный, 1 высокий этаж, 2 застекленных. Рядом супермаркет, рынок, ТРЦ , парк с аттракционами, садик, школа.  kn.ua/r/107946 ; ID объекта - RE-107946."
84;1к. 20м2, р-н Салтовка, м. Студенческая, Тимуровцев, 107949;https://www.olx.ua/d/obyavlenie/1k-20m2-r-n-saltovka-m-studencheskaya-timurovtsev-107949-IDMrhpH.html#cce13c36ce;Московский;16900.0;Бизнес;5;4;1;"Продам 1 гостинку, Салтовка, ул. В.Зубенка, 4/5 общ.21м2. Кап.ремонту 5 лет, счетчики на холодную и горячую воду. Окно во двор на дет.площадку (МПО). Рядом вся инфраструктура, д.сад, школа, больница, магазины, киоски, дет.площадки, парк.  kn.ua/r/107949 ; ID объекта - RE-107949."
85;Продам 1к изолированную квартиру на Новых Домах;https://www.olx.ua/d/obyavlenie/prodam-1k-izolirovannuyu-kvartiru-na-novyh-domah-IDN8X3s.html#cce13c36ce;Слободской;29000.0;Бизнес;5;2;1;Продам 1к изолированную квартиру на Новых Домах. Общая площадь квартиры- 31 м.кв. Хорошее , жилое состояние. Балкон застеклен. Поменяны окна, двери. плитка в кухне. Встроенная кухня. Хорошее месторасположение. Рядом школа, детский садик, супермаркет. Транспортная развязка. Торг.
86;Продам 1к квартиру 5/9 Северная Салтовка-1;https://www.olx.ua/d/obyavlenie/prodam-1k-kvartiru-5-9-severnaya-saltovka-1-IDN8X2V.html#cce13c36ce;Московский;29000.0;Бизнес;9;5;1;Продам 1к квартиру 5/9 улучшенка 38/18/8Северная Салтовка-1. МПО, застеклен балкон, свежий ремонт. Отличное месторасположение, хорошая транспортная развязка , инфраструктура. Документы готовы к  быстрой продаже. Остается мебель и техника. Цена  29000$
87;Продам 3-х.ком.квартиру на С/С-2 с не законченым кап.ремонтом ВА;https://www.olx.ua/d/obyavlenie/prodam-3-h-kom-kvartiru-na-s-s-2-s-ne-zakonchenym-kap-remontom-va-IDMVW8r.html#cce13c36ce;Киевский;51000.0;Бизнес;9;2;3;"Продам 3-х.комнатную квартиру на Северной Салтовке  2. В квартире не законченный капитальный ремонт, произвелась замена электропроводки , труб,  стояков,  ливневки, выровнены полы и стены. Было установлены металлопластиковые окна,  застеклены балконы, натяжные потолки в коридоре, кухне и санузеле,  на кухне новый радиатор отопления, в санузеле современная плитка и новая сантехника. Осталось неоконченые  3 натяжных потолка и не установленные межкомнатные двери. 
Дом расположен в микрорайоне с развитой инфраструктурой и хорошей транспортной развязкой.  Рядом с домом детский сад,  школа, магазины,  рынок, супермаркет Класс,  остановка транспорта. До метро Героев Труда 2 остановки на транспорте или 10 минут пешим шагом. 
Квартира свободна , готова к продаже. Просмотры по договоренности в удобное для Вас время.  Звоните."
88;2комн., м. Малышева, Московский пр., ЖК Луч, с-т Рост, ремонт 108155;"https://www.olx.ua/d/obyavlenie/2komn-m-malysheva-moskovskiy-pr-zhk-luch-s-t-rost-remont-108155-IDMuATW.html#21d41798c6;promoted";Московский;65000.0;Бизнес;16;13;2;"Продам реальную ЭКСЛЮЗИВНУЮ 2 комнатную квартиру в 8 минутах ходьбы от м. Малышева. Шикарный видовой 13 этаж 16 этажного кирпичного дома. Общая площадь квартиры 50 м2. Формат: кухня-студия и 2 комнаты. Хороший качественный ремонт, двери allum, замки Kale, автоматика schneider, проводка Caplex, cersanit плитка, ламинат 33 класса польский, сантехника Kolo, качественная сантехника, балкон утеплен, сделан теплый пол на балконе и сан. узле Woks, ручная маячная штукатурка, бойлер, варочная поверхность. В доме 2 лифта: грузовой и пассажирский. Жилой комплекс расположен в прицентровой части города, на Московском проспекте. Комплекс состоит из 3х 16-ти этажных кирпичных домов, выполненных по индивидуальному проекту. В 10-ти минутах ходьбы от жилого комплекса находится остановка общественного транспорта и станция метро им. Малышева. Также в пешей доступности находятся все необходимые элементы социальной инфраструктуры : государственный детский сад, частный детский сад, школа № 94 , городская клиническая больница № 2, сквер ""Дружбы народов"", супермаркет «Рост» .  3D-тур этого объекта вы можете посмотреть на нашем сайте: kn.ua/r3d/108155 ; ID объекта - RE-108155."
89;Квартира изолированная гостинка Парк Артёма;"https://www.olx.ua/d/obyavlenie/kvartira-izolirovannaya-gostinka-park-artema-IDN4S3e.html#21d41798c6;promoted";Слободской;11000.0;Владелец;5;3;1;"Продаю свою гостинку, общие службы на три комнаты.
Ул.Дизельная 1 а, парк сзади дома, школа и детсад в минуте от дома.
Через  год будет построен в парке Артёма ледовая арена и спорткомплекс!
Комната 3×6=18 кв.метров
Тёплая сухая комфортная солнечная комната, соседи все дружные.
Общая кухня с газовым плитами, оплата до 30 грн в месяц. 
Вариант для аренды или молодой пары самое оно.
В зимний период ком.услуги 1400 грн включая свет,а летом 400 грн
Зимой тепло очень.
В коридоре кухне и туалете чисто всегда
Подъезд с ремонтом.
Вода в комнату уже заведена!
Установлен новый кондиционер."
