title;ref;price
212088840C3 Продам 2 комнатную квартира Салтовка;"https://www.olx.ua/obyavlenie/212088840c3-prodam-2-komnatnuyu-kvartira-saltovka-IDLvxUy.html#e66936c303;promoted";936 605 грн.
Продам реальную 2 квартиру в центре города.;"https://www.olx.ua/obyavlenie/prodam-realnuyu-2-kvartiru-v-tsentre-goroda-IDLryj8.html#e66936c303;promoted";936 605 грн.
Квартира ЖК Птичка 18500;"https://www.olx.ua/obyavlenie/kvartira-zhk-ptichka-18500-IDLpwfB.html#e66936c303;promoted";495 850 грн.
ЖК МИРА, НОВОСТРОЙ! Продам 2квартиру, 68м2 метро Индустриальная 5минW;https://www.olx.ua/obyavlenie/zhk-mira-novostroy-prodam-2kvartiru-68m2-metro-industrialnaya-5minw-IDLn01B.html#e66936c303;991 699 грн.
БЕЗ КОМИССИИ-%.ЖК Сказка 1к. 54м2.Дом №-4Б.Отличная цена,вид.ТОРГ;https://www.olx.ua/obyavlenie/bez-komissii-zhk-skazka-1k-54m2-dom-4b-otlichnaya-tsena-vid-torg-IDLznQA.html#e66936c303;922 831 грн.
Сдам Свою 2комн.кв на Алексеевке, м.Победы,62Б, 2мин.пешком;https://www.olx.ua/obyavlenie/sdam-svoyu-2komn-kv-na-alekseevke-m-pobedy-62b-2min-peshkom-IDLznR7.html#e66936c303;10 000 грн.
КОМИССИЯ-0%.ЖК ПТИЧКА Дом 3Б.Лучшая цена за 56м2.Вид на речку.ТОРГ;https://www.olx.ua/obyavlenie/komissiya-0-zhk-ptichka-dom-3b-luchshaya-tsena-za-56m2-vid-na-rechku-torg-IDJq5kN.html#e66936c303;840 190 грн.
Продам двухуровневую студийную квартиру ЖК Воробьевы горы на полях;"https://www.olx.ua/obyavlenie/prodam-dvuhurovnevuyu-studiynuyu-kvartiru-zhk-vorobevy-gory-na-polyah-IDLlhk7.html#e66936c303;promoted";479 321 грн.
Продам 2- ком. кварт. на Салтовке, 601 м-н А7;https://www.olx.ua/obyavlenie/prodam-2-kom-kvart-na-saltovke-601-m-n-a7-IDLrHpU.html#e66936c303;826 416 грн.
Продам 2 к.кв.в центре с ремонтом  5 мин. м. Научная;"https://www.olx.ua/obyavlenie/prodam-2-k-kv-v-tsentre-s-remontom-5-min-m-nauchnaya-IDKwbAX.html#e66936c303;promoted";1 512 341 грн.
Продам квартиру в новострое, ЖК Зеленая Шапочка;https://www.olx.ua/obyavlenie/prodam-kvartiru-v-novostroe-zhk-zelenaya-shapochka-IDJjyMx.html#e66936c303;2 699 626 грн.
"2 комн.кв. 10/19 и 4/19 ЖК ""Меридиан"",м.Героев Труда.";https://www.olx.ua/obyavlenie/2-komn-kv-10-19-i-4-19-zhk-meridian-m-geroev-truda-IDLfawn.html#e66936c303;1 101 888 грн.
1 комн.кв. 7/9 Салтовское шоссе,624 м/р,Салтовка;https://www.olx.ua/obyavlenie/1-komn-kv-7-9-saltovskoe-shosse-624-m-r-saltovka-IDLznC4.html#e66936c303;564 718 грн.
Пушкинский Въезд 142 м2 ! Лучшее предложение в сегменте! Б00;"https://www.olx.ua/obyavlenie/pushkinskiy-vezd-142-m2-luchshee-predlozhenie-v-segmente-b00-IDLuMf0.html#e66936c303;promoted";3 167 928 грн.
"1комн (2комн) квартира Ремонт ""Под чистовую отделку"" ЖК Инфинити"" IE";"https://www.olx.ua/obyavlenie/1komn-2komn-kvartira-remont-pod-chistovuyu-otdelku-zhk-infiniti-ie-IDLxzZT.html#e66936c303;promoted";1 928 304 грн.
ХОЗЯИН! Сдам 1-к кв м Защитников Украины (ЖК Парковый квартал);"https://www.olx.ua/obyavlenie/hozyain-sdam-1-k-kv-m-zaschitnikov-ukrainy-zhk-parkovyy-kvartal-IDLwC0R.html#e66936c303;promoted";5 600 грн.
ЖК МИРА,НОВОСТРОЙ! Продам 2к квартиру, метро Индустриальная 5мин W;https://www.olx.ua/obyavlenie/zhk-mira-novostroy-prodam-2k-kvartiru-metro-industrialnaya-5min-w-IDLmZuk.html#e66936c303;1 019 246 грн.
Продам квартиру новострой , центр . ЖК НАДIЯ;"https://www.olx.ua/obyavlenie/prodam-kvartiru-novostroy-tsentr-zhk-nadiya-IDK6Aay.html#e66936c303;promoted";551 495 грн.
Сдам свои квартиры на Залютино.;"https://www.olx.ua/obyavlenie/sdam-svoi-kvartiry-na-zalyutino-IDHB684.html#e66936c303;promoted";4 132 грн.
211950155С2 Продам квартиру ЖК Рогатинский;"https://www.olx.ua/obyavlenie/211950155s2-prodam-kvartiru-zhk-rogatinskiy-IDKsIhj.html#e66936c303;promoted";1 460 002 грн.
Сдам смарт квартиру, Центр, ЖК Нетеченский pp24;https://www.olx.ua/obyavlenie/sdam-smart-kvartiru-tsentr-zhk-netechenskiy-pp24-IDL1jlt.html#e66936c303;6 500 грн.
18500. ЖК ПТИЧКА. Дом сдан.В продаже 1 к.кв, 35.22м2,7 минут метро,VA;https://www.olx.ua/obyavlenie/18500-zhk-ptichka-dom-sdan-v-prodazhe-1-k-kv-35-22m2-7-minut-metro-va-IDLmZkc.html#e66936c303;509 623 грн.
Сдам 3 ком квартиру Героев труда;https://www.olx.ua/obyavlenie/sdam-3-kom-kvartiru-geroev-truda-IDLmYXJ.html#e66936c303;6 000 грн.
212073012с4 Сданый новострой Новые Дома ЖК Мирный;"https://www.olx.ua/obyavlenie/212073012s4-sdanyy-novostroy-novye-doma-zhk-mirnyy-IDLxuBx.html#e66936c303;promoted";550 944 грн.
212087204с12 Продам 3-х комнатную квартиру на Салтовке;"https://www.olx.ua/obyavlenie/212087204s12-prodam-3-h-komnatnuyu-kvartiru-na-saltovke-IDLyi9t.html#e66936c303;promoted";936 605 грн.
Продам 2 комнатную квартиру на Холодной Горе;https://www.olx.ua/obyavlenie/prodam-2-komnatnuyu-kvartiru-na-holodnoy-gore-IDKQcnW.html#e66936c303;1 156 982 грн.
Аренда 3к Новострой ЖК Ультра. Дом Бизнес Класса. Панорамные Окна;https://www.olx.ua/obyavlenie/arenda-3k-novostroy-zhk-ultra-dom-biznes-klassa-panoramnye-okna-IDJTuAo.html#e66936c303;24 792 грн.
Сдам 1 ком. квартиру после ремонта. Жк Левада. Метро Гагарина;https://www.olx.ua/obyavlenie/sdam-1-kom-kvartiru-posle-remonta-zhk-levada-metro-gagarina-IDLzng7.html#e66936c303;9 000 грн.
"Аренда  3к.кв. в Элитном Новострое, Доме Бизнес- Класса
ЖК ""Ультра";https://www.olx.ua/obyavlenie/arenda-3k-kv-v-elitnom-novostroe-dome-biznes-klassazhk-ultra-IDLgRm2.html#e66936c303;30 302 грн.
Гостинка. Комната. Аренда.;https://www.olx.ua/obyavlenie/gostinka-komnata-arenda-IDKUQd3.html#e66936c303;3 500 грн.
3комнатная квартира в 300м от метро Студенческая. Заходи и живи.;"https://www.olx.ua/obyavlenie/3komnatnaya-kvartira-v-300m-ot-metro-studencheskaya-zahodi-i-zhivi-IDLxR5q.html#e66936c303;promoted";1 432 454 грн.
Продам 1ком квартиру в Новострое. М. Защитников Украины;"https://www.olx.ua/obyavlenie/prodam-1kom-kvartiru-v-novostroe-m-zaschitnikov-ukrainy-IDLx323.html#e66936c303;promoted";476 016 грн.
212038412С9 Продам 2-к.кв-ру, Салтовка, 625 м/р-н, СМ Класс;"https://www.olx.ua/obyavlenie/212038412s9-prodam-2-k-kv-ru-saltovka-625-m-r-n-sm-klass-IDLxu5C.html#e66936c303;promoted";988 944 грн.
17600.ЖК Птичка. В продаже 1 к.кв, 32.75м2, дом сдан, студийная,VA;https://www.olx.ua/obyavlenie/17600-zhk-ptichka-v-prodazhe-1-k-kv-32-75m2-dom-sdan-studiynaya-va-IDLmYtI.html#e66936c303;484 831 грн.
Продам замечательную видовую квартиру в ЖК Рогатинский;https://www.olx.ua/obyavlenie/prodam-zamechatelnuyu-vidovuyu-kvartiru-v-zhk-rogatinskiy-IDKSlbI.html#e66936c303;7 713 216 грн.
Продам 3к квартиру в элитном ЖК Ультра;https://www.olx.ua/obyavlenie/prodam-3k-kvartiru-v-elitnom-zhk-ultra-IDKSm2V.html#e66936c303;5 784 912 грн.
Продам 3к квартиру в ЖК Павловский квартал;https://www.olx.ua/obyavlenie/prodam-3k-kvartiru-v-zhk-pavlovskiy-kvartal-IDKSmSI.html#e66936c303;6 335 856 грн.
Продам видовую 3к квартиру в ЖК Павловский квартал;https://www.olx.ua/obyavlenie/prodam-vidovuyu-3k-kvartiru-v-zhk-pavlovskiy-kvartal-IDKUZdn.html#e66936c303;6 335 856 грн.
Продам 2к квартиру в ЖК Архитекторов на Победе;https://www.olx.ua/obyavlenie/prodam-2k-kvartiru-v-zhk-arhitektorov-na-pobede-IDKWdhH.html#e66936c303;2 437 927 грн.
2комн квартира ЖК Шекспира  Павло Поле Метро 23 Августа IE;https://www.olx.ua/obyavlenie/2komn-kvartira-zhk-shekspira-pavlo-pole-metro-23-avgusta-ie-IDL7d7S.html#e66936c303;1 473 775 грн.
Продам 2к квартиру в ЖК Адмирал;https://www.olx.ua/obyavlenie/prodam-2k-kvartiru-v-zhk-admiral-IDKWeSu.html#e66936c303;2 754 720 грн.
Продам отличную 3к квартиру в ЖК Архитекторов на Победе;https://www.olx.ua/obyavlenie/prodam-otlichnuyu-3k-kvartiru-v-zhk-arhitektorov-na-pobede-IDKVFbY.html#e66936c303;2 396 606 грн.
Продам свою квартиру студию в новом доме;"https://www.olx.ua/obyavlenie/prodam-svoyu-kvartiru-studiyu-v-novom-dome-IDKsfJb.html#e60f9caaa8;promoted";454 529 грн.
Сдам однокомнатную квартиру, у метро Героев Труда;"https://www.olx.ua/obyavlenie/sdam-odnokomnatnuyu-kvartiru-u-metro-geroev-truda-IDJ4YcX.html#e60f9caaa8;promoted";10 000 грн.
м.Пушкінська,м.Університет,м.Арх.Бекетова.Постійне житло для молоді;"https://www.olx.ua/obyavlenie/m-pushknska-m-unversitet-m-arh-beketova-postyne-zhitlo-dlya-molod-IDCsX5o.html#e60f9caaa8;promoted";2 790 грн.
Сдам квартиру студию ЖК Воробьевы горы,пер.Шевченковский д. 32.;"https://www.olx.ua/obyavlenie/sdam-kvartiru-studiyu-zhk-vorobevy-gory-per-shevchenkovskiy-d-32-IDLhx1X.html#e60f9caaa8;promoted";5 300 грн.
Дом Сдан 1 ком квартира S=37м2 ЖК Птичка Новострой от Жилстрой-1;"https://www.olx.ua/obyavlenie/dom-sdan-1-kom-kvartira-s37m2-zhk-ptichka-novostroy-ot-zhilstroy-1-IDJblAo.html#e60f9caaa8;promoted";578 491 грн.
Продам 2к квартиру с террасой в ЖК Доминион;https://www.olx.ua/obyavlenie/prodam-2k-kvartiru-s-terrasoy-v-zhk-dominion-IDKYijd.html#e60f9caaa8;1 707 926 грн.
Продам 1к квартиру в новом современном ЖК Люксембург;https://www.olx.ua/obyavlenie/prodam-1k-kvartiru-v-novom-sovremennom-zhk-lyuksemburg-IDKYjbx.html#e60f9caaa8;2 341 512 грн.
Продам видовую 1к квартиру в ЖК Шекспира;https://www.olx.ua/obyavlenie/prodam-vidovuyu-1k-kvartiru-v-zhk-shekspira-IDKYkad.html#e60f9caaa8;1 336 039 грн.
Продам 1к квартиру в ЖК Сокольники;https://www.olx.ua/obyavlenie/prodam-1k-kvartiru-v-zhk-sokolniki-IDKYl2L.html#e60f9caaa8;964 152 грн.
Продам 1к квартиру в ЖК BAUHAUS;https://www.olx.ua/obyavlenie/prodam-1k-kvartiru-v-zhk-bauhaus-IDKZ12g.html#e60f9caaa8;1 319 511 грн.
"Продам 2-к. квартиру c евро-ремонтом в ЖК ""Мира-3"", ХТЗ";https://www.olx.ua/obyavlenie/prodam-2-k-kvartiru-c-evro-remontom-v-zhk-mira-3-htz-IDKtv1F.html#e60f9caaa8;1 515 096 грн.
Впервые в продаже, 3х к квартира с ремонтом премиум уровня;https://www.olx.ua/obyavlenie/vpervye-v-prodazhe-3h-k-kvartira-s-remontom-premium-urovnya-IDLmYfL.html#e60f9caaa8;8 126 424 грн.
Дешевле нет! 1комн квартира 39м2 с 3окнами ЖК Птичка Дом СДАН Метро IE;https://www.olx.ua/obyavlenie/deshevle-net-1komn-kvartira-39m2-s-3oknami-zhk-ptichka-dom-sdan-metro-ie-IDLf7kw.html#e60f9caaa8;619 812 грн.
Сдам свою гостинку 5 минут метро Защитников Украины 4500 грн!;https://www.olx.ua/obyavlenie/sdam-svoyu-gostinku-5-minut-metro-zaschitnikov-ukrainy-4500-grn-IDKHRHp.html#e60f9caaa8;4 500 грн.
"Продам 2-к. видовую квартиру в новострое ЖК ""Триумф"", 23 Августа,Центр";https://www.olx.ua/obyavlenie/prodam-2-k-vidovuyu-kvartiru-v-novostroe-zhk-triumf-23-avgusta-tsentr-IDLrFYa.html#e60f9caaa8;2 093 587 грн.
Шикарная 2к квартира. Салтовское шоссе 73а! РЕАЛЬНАЯ!;"https://www.olx.ua/obyavlenie/shikarnaya-2k-kvartira-saltovskoe-shosse-73a-realnaya-IDLqXPy.html#e60f9caaa8;promoted";1 925 549 грн.
Сдам 1 к кв. по ул.Ак.Павлова, м.Героев Труда 2 мин.;https://www.olx.ua/obyavlenie/sdam-1-k-kv-po-ul-ak-pavlova-m-geroev-truda-2-min-IDLmY7O.html#e60f9caaa8;6 500 грн.
"Продам 2х комн.в жк""Черемушки-1";"https://www.olx.ua/obyavlenie/prodam-2h-komn-v-zhk-cheremushki-1-IDFFKxu.html#e60f9caaa8;promoted";2 782 267 грн.
18300. ЖК Птичка.В продаже 1к.кв,34.25м2,до метро А.Павлова 7 минут,VA;https://www.olx.ua/obyavlenie/18300-zhk-ptichka-v-prodazhe-1k-kv-34-25m2-do-metro-a-pavlova-7-minut-va-IDLmXQg.html#e60f9caaa8;504 114 грн.
"продам 2-х комн. квартиру 1/5 капитальный ремонт м.""23 Августа""";https://www.olx.ua/obyavlenie/prodam-2-h-komn-kvartiru-1-5-kapitalnyy-remont-m-23-avgusta-IDLzmym.html#e60f9caaa8;1 322 266 грн.
Продам 2х комн.гостинку ул. 23Августа;"https://www.olx.ua/obyavlenie/prodam-2h-komn-gostinku-ul-23avgusta-IDLdVcK.html#e60f9caaa8;promoted";964 152 грн.
Продам 2 кв. улучшенной планировки р-н Горизонт, Рогань, ХТЗ;https://www.olx.ua/obyavlenie/prodam-2-kv-uluchshennoy-planirovki-r-n-gorizont-rogan-htz-IDJfGUM.html#e60f9caaa8;550 944 грн.
Срочно! Продам 3х ком. квартиру с кап.ремонтом, Салтовка 533 м/р;"https://www.olx.ua/obyavlenie/srochno-prodam-3h-kom-kvartiru-s-kap-remontom-saltovka-533-m-r-IDLp3Mi.html#e60f9caaa8;promoted";1 446 228 грн.
продам 2 из.кв Холодная Гора;"https://www.olx.ua/obyavlenie/prodam-2-iz-kv-holodnaya-gora-IDLp7gh.html#e60f9caaa8;promoted";1 046 794 грн.
Продам гостинку на Краснодарской;"https://www.olx.ua/obyavlenie/prodam-gostinku-na-krasnodarskoy-IDL7lf5.html#e60f9caaa8;promoted";426 982 грн.
Гостинка уже в жилом доме 21м.кв;"https://www.olx.ua/obyavlenie/gostinka-uzhe-v-zhilom-dome-21m-kv-IDL874d.html#e60f9caaa8;promoted";391 170 грн.
Впервые продам 2х комн.кв.на Ахсарова;"https://www.olx.ua/obyavlenie/vpervye-prodam-2h-komn-kv-na-ahsarova-IDLhGCj.html#e60f9caaa8;promoted";1 570 190 грн.
Шикарная 3к. квартира. Новострой!;https://www.olx.ua/obyavlenie/shikarnaya-3k-kvartira-novostroy-IDChl4p.html#e60f9caaa8;2 774 003 грн.
212058939С2 Продам 3 х ком.кв. Салтовка, м.Барабашова, квадратный холл;"https://www.olx.ua/obyavlenie/212058939s2-prodam-3-h-kom-kv-saltovka-m-barabashova-kvadratnyy-holl-IDLwVWu.html#e60f9caaa8;promoted";964 152 грн.
Продается 3 ком.кв возле метро Студенческая.;"https://www.olx.ua/obyavlenie/prodaetsya-3-kom-kv-vozle-metro-studencheskaya-IDLx1we.html#e60f9caaa8;promoted";1 432 454 грн.
"Продам 3-к. видовую квартиру в новострое ЖК ""Немецкий проект"", Центр.";https://www.olx.ua/obyavlenie/prodam-3-k-vidovuyu-kvartiru-v-novostroe-zhk-nemetskiy-proekt-tsentr-IDLrF7Y.html#e60f9caaa8;2 561 890 грн.
"ЖК Мира4, ""пролёт"", метро Индустриальная";https://www.olx.ua/obyavlenie/zhk-mira4-prolet-metro-industrialnaya-IDLeUzv.html#e60f9caaa8;1 115 662 грн.
Продам шикарную 2к квартиру;https://www.olx.ua/obyavlenie/prodam-shikarnuyu-2k-kvartiru-IDChklG.html#e60f9caaa8;1 779 549 грн.
Сдам 2- х комнатную квартиру ,Новгородская, 10 мин от метро Научная, м;https://www.olx.ua/obyavlenie/sdam-2-h-komnatnuyu-kvartiru-novgorodskaya-10-min-ot-metro-nauchnaya-m-IDKJSs5.html#e60f9caaa8;12 396 грн.
Сдам в аренду 2комнатную квартиру ул.Проскуры, 5-а Ir. S1;https://www.olx.ua/obyavlenie/sdam-v-arendu-2komnatnuyu-kvartiru-ul-proskury-5-a-ir-s1-IDL136E.html#e60f9caaa8;4 800 грн.
Срочно в продаже 2комнатная квартира ул. Х.Дивизий, 14 Ir. S1;https://www.olx.ua/obyavlenie/srochno-v-prodazhe-2komnatnaya-kvartira-ul-h-diviziy-14-ir-s1-IDL0C0X.html#e60f9caaa8;1 515 096 грн.
19000. ЖК Птичка.В продаже 1 к.кв, 35.22м2, дом сдан.метро 7 минут, VA;https://www.olx.ua/obyavlenie/19000-zhk-ptichka-v-prodazhe-1-k-kv-35-22m2-dom-sdan-metro-7-minut-va-IDLmVSU.html#e60f9caaa8;523 397 грн.
ВПЕРВЫЕ ЖК Луч В продаже ВИДОВАЯ 1 ком квартира 40 м² с евроремонтом F;"https://www.olx.ua/obyavlenie/vpervye-zhk-luch-v-prodazhe-vidovaya-1-kom-kvartira-40-m-s-evroremontom-f-IDLxrg6.html#e60f9caaa8;promoted";1 184 530 грн.
Впервые продам шикарную 3комнатную квартиру ул.Родниковая 9а Ir. S1;https://www.olx.ua/obyavlenie/vpervye-prodam-shikarnuyu-3komnatnuyu-kvartiru-ul-rodnikovaya-9a-ir-s1-IDL1k9s.html#e60f9caaa8;3 167 928 грн.
Продам гостинку Коммунальный рынок;https://www.olx.ua/obyavlenie/prodam-gostinku-kommunalnyy-rynok-IDKT5Qd.html#e60f9caaa8;454 529 грн.
Продам 1 ком. кв 33 кв.м. в новострое ЖК Птичка, пер. Шевченковский;"https://www.olx.ua/obyavlenie/prodam-1-kom-kv-33-kv-m-v-novostroe-zhk-ptichka-per-shevchenkovskiy-IDJNwbJ.html#e60f9caaa8;promoted";509 623 грн.
211510208А16 Продам 2-комнатную Героев Труда Студенческая капремонт;"https://www.olx.ua/obyavlenie/211510208a16-prodam-2-komnatnuyu-geroev-truda-studencheskaya-kapremont-IDLxKWa.html#e60f9caaa8;promoted";1 005 473 грн.
212089994А16 Продам 3-комнатную квартиру  Героев Труда Студенческая;"https://www.olx.ua/obyavlenie/212089994a16-prodam-3-komnatnuyu-kvartiru-geroev-truda-studencheskaya-IDLyfPz.html#e60f9caaa8;promoted";1 790 568 грн.
44300$ Компактная! ЖК Шекспира 1 комнатная квартира 45.44 м2 SA;https://www.olx.ua/obyavlenie/44300-kompaktnaya-zhk-shekspira-1-komnatnaya-kvartira-45-44-m2-sa-IDLzlOK.html#e60f9caaa8;1 220 341 грн.
Продам свою 4х к. квартиру на Алексеевке;"https://www.olx.ua/obyavlenie/prodam-svoyu-4h-k-kvartiru-na-alekseevke-IDJDTiZ.html#144499b61c;promoted";2 093 587 грн.
1 комнатная квартира;"https://www.olx.ua/obyavlenie/1-komnatnaya-kvartira-IDLvxjd.html#144499b61c;promoted";964 152 грн.
Реальная 1комн. Гостинка с ремонтом, м. Университет, 104424;"https://www.olx.ua/obyavlenie/realnaya-1komn-gostinka-s-remontom-m-universitet-104424-IDLulPK.html#144499b61c;promoted";515 133 грн.
"Свою Я Хозяин ! ! ЖИЛСТРОЙ жк""  САЛТОВСКИЙ "" 602 мкр . Мед Комплекс";"https://www.olx.ua/obyavlenie/svoyu-ya-hozyain-zhilstroy-zhk-saltovskiy-602-mkr-med-kompleks-IDKMa83.html#144499b61c;promoted";1 033 020 грн.
3-комн. 121 м2, ЖК Авантаж, м. Научная, ул. Культуры, 98351;"https://www.olx.ua/obyavlenie/3-komn-121-m2-zhk-avantazh-m-nauchnaya-ul-kultury-98351-IDJumh4.html#144499b61c;promoted";9 641 520 грн.
Сдам квартиру студию;"https://www.olx.ua/obyavlenie/sdam-kvartiru-studiyu-IDK3wmw.html#144499b61c;promoted";8 500 грн.
Продам 2к S 68 м в новострое ЖК Мира-3 ,м.ХТЗ. Q;"https://www.olx.ua/obyavlenie/prodam-2k-s-68-m-v-novostroe-zhk-mira-3-m-htz-q-IDL6XRS.html#144499b61c;promoted";943 492 грн.
Реальная 2к S 54м в новострое ЖК Мира-3,метро ХТЗ.Q;"https://www.olx.ua/obyavlenie/realnaya-2k-s-54m-v-novostroe-zhk-mira-3-metro-htz-q-IDL6YKI.html#144499b61c;promoted";853 963 грн.
Продам отличную однокомнатную квартиру в шикарном новострое;https://www.olx.ua/obyavlenie/prodam-otlichnuyu-odnokomnatnuyu-kvartiru-v-shikarnom-novostroe-IDChjIK.html#144499b61c;1 125 303 грн.
Ликвидная 2-к. кв-ра на пр. Григоренко. М. Дворец Спорта, ул. Танкопия;"https://www.olx.ua/obyavlenie/likvidnaya-2-k-kv-ra-na-pr-grigorenko-m-dvorets-sporta-ul-tankopiya-IDLuT6A.html#144499b61c;promoted";1 074 341 грн.
Недорого!1к S38м в новострое ЖК Сказка.Метро Холодная Гора.Q;"https://www.olx.ua/obyavlenie/nedorogo-1k-s38m-v-novostroe-zhk-skazka-metro-holodnaya-gora-q-IDKTuyL.html#144499b61c;promoted";702 454 грн.
1 ком кв ЖК Победы Новострой от Жилстрой-1;https://www.olx.ua/obyavlenie/1-kom-kv-zhk-pobedy-novostroy-ot-zhilstroy-1-IDJtqkj.html#144499b61c;798 869 грн.
Сдам свою 1 к.к , Салтовка. м. Студенческая;"https://www.olx.ua/obyavlenie/sdam-svoyu-1-k-k-saltovka-m-studencheskaya-IDLtwC5.html#144499b61c;promoted";8 500 грн.
Сдам комнату м. 23 августа;https://www.olx.ua/obyavlenie/sdam-komnatu-m-23-avgusta-IDLzlzW.html#144499b61c;2 500 грн.
Квартира малогабаритная. Рядом ст.метро Ак. Павлова;https://www.olx.ua/obyavlenie/kvartira-malogabaritnaya-ryadom-st-metro-ak-pavlova-IDyGl4q.html#144499b61c;512 378 грн.
2х комнатная 54м2, 3й этаж, новострой ЖК Мира 3, Индустриальная, ХТЗ P;"https://www.olx.ua/obyavlenie/2h-komnatnaya-54m2-3y-etazh-novostroy-zhk-mira-3-industrialnaya-htz-p-IDLp2N8.html#144499b61c;promoted";853 963 грн.
21000.Отличная планировка. ЖК Птичка, 39м2,метро - 7 минут,дом сдан,VA;https://www.olx.ua/obyavlenie/21000-otlichnaya-planirovka-zhk-ptichka-39m2-metro-7-minut-dom-sdan-va-IDLmVe4.html#144499b61c;578 491 грн.
Продам гостинку на Молодой гвардии 4;https://www.olx.ua/obyavlenie/prodam-gostinku-na-molodoy-gvardii-4-IDLzlrk.html#144499b61c;716 227 грн.
Продам квартиру в Харькове;https://www.olx.ua/obyavlenie/prodam-kvartiru-v-harkove-IDHDh9J.html#144499b61c;826 000 грн.
"Новая жизнь в новой квартире в ЖК ""Воробьевы Горы на полях!";https://www.olx.ua/obyavlenie/novaya-zhizn-v-novoy-kvartire-v-zhk-vorobevy-gory-na-polyah-IDCbgxj.html#144499b61c;915 944 грн.
"Продам 1-к. квартиру в центре ЖК ""Млечный путь"", Пушкинская.";https://www.olx.ua/obyavlenie/prodam-1-k-kvartiru-v-tsentre-zhk-mlechnyy-put-pushkinskaya-IDKFSHl.html#144499b61c;1 735 474 грн.
Продам Реальную 2-х к.кв р-н Аэропорта 15 мин до метро Пр.Гагарина;https://www.olx.ua/obyavlenie/prodam-realnuyu-2-h-k-kv-r-n-aeroporta-15-min-do-metro-pr-gagarina-IDKVv8B.html#144499b61c;730 001 грн.
Сдам 1к. кв. метро Студенческая;https://www.olx.ua/obyavlenie/sdam-1k-kv-metro-studencheskaya-IDLrDFq.html#144499b61c;6 200 грн.
Сдам квартиру . Метро Холодная гора, возле ТРЦ Рост.;"https://www.olx.ua/obyavlenie/sdam-kvartiru-metro-holodnaya-gora-vozle-trts-rost-IDLiLxs.html#144499b61c;promoted";8 500 грн.
Сдам квартиру на Алексеевке;https://www.olx.ua/obyavlenie/sdam-kvartiru-na-alekseevke-IDLzl7z.html#144499b61c;6 000 грн.
Твоя квартира в новом Жилом Комплексе!;https://www.olx.ua/obyavlenie/tvoya-kvartira-v-novom-zhilom-komplekse-IDCbg6e.html#144499b61c;1 099 133 грн.
Реальная! 2-х комн.квартира 62м2 Новострой м.Гагарина ул.Вернадского 1;"https://www.olx.ua/obyavlenie/realnaya-2-h-komn-kvartira-62m2-novostroy-m-gagarina-ul-vernadskogo-1-IDJopc1.html#144499b61c;promoted";9 000 грн.
Сдам, 1к, Павлово поле, метро 23августа 5 мин.;"https://www.olx.ua/obyavlenie/sdam-1k-pavlovo-pole-metro-23avgusta-5-min-IDLutNO.html#144499b61c;promoted";7 000 грн.
Продам стильную 2-х уровневую квартиру;https://www.olx.ua/obyavlenie/prodam-stilnuyu-2-h-urovnevuyu-kvartiru-IDymAkg.html#144499b61c;539 925 грн.
Продам свою 2х комнатную квартиру в новострое!;"https://www.olx.ua/obyavlenie/prodam-svoyu-2h-komnatnuyu-kvartiru-v-novostroe-IDLwQpN.html#144499b61c;promoted";1 611 511 грн.
Продам 3-х комнатную квартиру Пески 522 м.р Салтовка караван дафи;"https://www.olx.ua/obyavlenie/prodam-3-h-komnatnuyu-kvartiru-peski-522-m-r-saltovka-karavan-dafi-IDLp2kj.html#144499b61c;promoted";1 928 304 грн.
Реальная 2х уровн квартира, студия, Центр, Пушкинская, Павлово Поле;"https://www.olx.ua/obyavlenie/realnaya-2h-urovn-kvartira-studiya-tsentr-pushkinskaya-pavlovo-pole-IDLdnQ4.html#144499b61c;promoted";7 500 грн.
Продам 3-х комнатную квартиру по Проспекту Победы №72 на Алексеевке vv;https://www.olx.ua/obyavlenie/prodam-3-h-komnatnuyu-kvartiru-po-prospektu-pobedy-72-na-alekseevke-vv-IDLrDk2.html#144499b61c;1 983 398 грн.
Нашли встречку! Срочно! Продам 1к. гостинку на Салтовке, Гарибальди...;"https://www.olx.ua/obyavlenie/nashli-vstrechku-srochno-prodam-1k-gostinku-na-saltovke-garibaldi-IDLvnjI.html#144499b61c;promoted";440 728 грн.
Сдам свою 3к кв в Центре м Конституции !;"https://www.olx.ua/obyavlenie/sdam-svoyu-3k-kv-v-tsentre-m-konstitutsii-IDIr6Tc.html#144499b61c;promoted";15 151 грн.
Максимум комфорта и стиля для семейной жизни!;https://www.olx.ua/obyavlenie/maksimum-komforta-i-stilya-dlya-semeynoy-zhizni-IDCbfrZ.html#144499b61c;1 779 549 грн.
Теплая однокомнатная квартира;https://www.olx.ua/obyavlenie/teplaya-odnokomnatnaya-kvartira-IDpJ1yA.html#144499b61c;512 378 грн.
Продам гостинку.;https://www.olx.ua/obyavlenie/prodam-gostinku-IDpJ1CU.html#144499b61c;512 378 грн.
Сдам 1 ком квартиру м.Индустриальная,Восточный;https://www.olx.ua/obyavlenie/sdam-1-kom-kvartiru-m-industrialnaya-vostochnyy-IDLrDbp.html#144499b61c;3 600 грн.
